"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"78","4820046965301","Пиво""ППБ 20 років""АС 2л/6шт","68.00","29.41","88.00","0","2.00","136.00","176.00"
"79","4820046965387","Пиво""1-ша пр.бров.""Нефільтроване Бочкове""Грейпфрут-апельсин 0.5л/20пл АС","39.75","35.00","54.00","0","3.00","119.25","162.00"
"80","4820046965400","Пиво 1-ша пр. бров. НБ Грейпфрут -апельсин 0.9","60.42","35.00","82.00","0","1.00","60.42","82.00"
"81","4820046965431","Пиво світле""ЗАКАРПАТСЬКЕ БЕЗАЛКОГОЛЬНЕ № 0"" 0,5л. Скло","35.85","35.00","48.00","0","3.00","107.55","144.00"
"82","4820046965608","Пиво Різдвяний смак ж.б. 0.5","36.00","27.78","46.00","0","1.00","36.00","46.00"
"83","4820158670018","Пиво Опілля ""Корифей"" 0,5 л уп.","33.10","30.00","43.00","0","11.00","364.10","473.00"
"84","4820158670025","Пиво Опілля ""Корифей"" ПЕТ 1л","51.32","30.00","65.00","0","1.00","51.32","65.00"
"85","4820158670148","Пиво Опілля ""Класичне"" 0,5л","25.00","28.00","32.00","0","0.00","0.00","0.00"
"86","4820158673736","Пиво Опілля ""Віденське світле"" ПЕТ 1л","51.30","26.71","65.00","0","3.00","153.90","195.00"
"87","4820158674917","Пиво ""Опілля ВІДЕНСЬКЕ світле"" 0,5л","30.00","30.00","39.00","0","3.00","90.00","117.00"
"88","4820158675341","Пиво Опілля Хмелевар 0.5","34.52","30.00","45.00","0","2.00","69.04","90.00"
"89","4820193030136","Б/а ""Оболонь Безалкогольне"" банка 0,5","35.76","35.00","48.00","0","8.00","286.08","384.00"
"90","4820193030143","Оболонь пиво  ""O""  0,5л скло","35.76","30.00","47.00","0","5.00","178.80","235.00"
"91","4820193030303","""Зіберт  Світле"" 0,5 ж.б","29.40","35.00","42.00","0","7.00","205.80","294.00"
"92","4820193030488","""Десант Екстраміцне"",1,25л","65.50","35.00","88.00","0","0.00","0.00","0.00"
"93","4820193032079","Оболонь свiтле, 1,1л","57.20","35.00","77.00","0","6.00","343.20","462.00"
"94","4820193032284","Пиво ""Оболонь Київське Розливне"" 1,95л","65.12","30.00","85.00","0","6.00","390.72","510.00"
"95","4820193032314","Хайк Бланш (""HIKE BLANCHE""),банка 0,5л","28.47","30.00","50.00","0","5.00","142.35","250.00"
"96","4820193032451","""ОБОЛОНЬ ПРЕМІУМ ЕКСТРА БРЮ"" 0,5л ж.б","35.32","30.24","46.00","0","0.00","0.00","0.00"
"97","4820193032604","Оболонь Київське Розливне, 0,6л","20.56","31.32","27.00","0","4.00","82.24","108.00"
"98","4820193032697","""Десант Екстраміцне"",0,6л","27.51","30.86","38.00","0","4.00","110.04","152.00"
"99","4820193032994","""O Нефільтроване +"" 0,5л ж.б","35.76","35.00","48.00","0","8.00","286.08","384.00"
"100","4820193033304","""Десант Екстраміцне"",1,75л","77.18","21.79","94.00","0","1.00","77.18","94.00"
"101","4820193033335","""Зіберт  Баварське"",1,75л","57.70","40.00","85.00","0","1.00","57.70","85.00"
